# id	name	entry	idglob	caller	site
10534	looted	1433B91F8	142AC6008	1400831C0	1400A5F79
10535	interval	1433B6FF0	142AC5084	1400831C0	1400A4488
10536	garrison	1433B9240	142AC6034	1400831C0	1400A5FB2
10537	faction_goal_unlock_research	1433B5580	142AC44D4	1400831C0	1400A2F9A
10538	every_faction_member	1433AF628	1427C7F0C	1400831C0	14009E41F
10539	faction_goal_unlock_military	1433B55C8	142AC44E8	1400831C0	1400A2FD3
10540	transfer_counter_intelligence	1433B5070	142AC4338	1400831C0	1400A2B98
10541	transfer_cryptology	1433B50B8	142AC4358	1400831C0	1400A2BD1
10542	actor	1433B9288	142AC605C	1400831C0	1400A5FEB
10543	recipient	1433B92D0	142AC6088	1400831C0	1400A6024
10544	transfer_operations	1433B5100	142AC4370	1400831C0	1400A2C0A
10545	diplomatic_action_command	14339E828	142AF6218	1400831C0	140090E5F
10546	action	1433B9318	142AC60B4	1400831C0	1400A605D
10547	intelligence_operation_speed	1433B5220	1427D6360	1400831C0	1400A2CEE
10548	military_access	1433B9360	142AC60D8	1400831C0	1400A6096
10549	has_faction_research_unlocked	1433B54F0	1427CA88C	1400831C0	1400A2F28
10550	has_faction_military_unlocked	1433B5538	1427CA890	1400831C0	1400A2F61
10551	set_faction_research_unlocked	1433B5460	1427C7F40	1400831C0	1400A2EB6
10552	has_railway_connection	143441A70	14277FE6C	1400831C0	1401120D8
10553	set_faction_military_unlocked	1433B54A8	1427C7F44	1400831C0	1400A2EEF
10554	num_of_controlled_factories	14340CD90	142784AB0	1400831C0	1400E83FC
10555	num_of_owned_factories	14340CDD8	142784AB4	1400831C0	1400E8435
10556	forbid_equipment_type_exact_match	1433B1908	142AC319C	1400831C0	14009FFBB
10557	abbreviation	14340CE20	142AE4044	1400831C0	1400E846E
10558	attack_skill_temp_deficit	143449438	142AC6550	1400831C0	140118141
10559	defense_skill_temp_deficit	143449480	142AC6570	1400831C0	14011817A
10560	planning_skill_temp_deficit	1434494C8	142AC6594	1400831C0	1401181B3
10561	logistics_skill_temp_deficit	143449510	142AC65C0	1400831C0	1401181EC
10562	faction_subject_contribution_gain	1433B4B60	1427D635C	1400831C0	1400A2796
10563	remove_intelligence_slot	1433B5268	142AC43EC	1400831C0	1400A2D27
10564	become_head_of_crypto	1433B5148	142AC4384	1400831C0	1400A2C43
10565	become_head_of_operations	1433B5190	142AC439C	1400831C0	1400A2C7C
10566	become_head_of_counter_intel	1433B51D8	142AC43B8	1400831C0	1400A2CB5
10567	last_war	1433B93A8	142AC6100	1400831C0	1400A60CF
10568	last_send_diplomat	1433B93F0	142AC612C	1400831C0	1400A6108
10569	unused_token_10569	1433C69F8	142ACB6F4	1400831C0	1400B0A79
10570	unused_token_10570	1433C6A40	142ACB70C	1400831C0	1400B0AB2
10571	versus	1433B9438	142AC616C	1400831C0	1400A6141
10572	continent	1433B9480	142AC61AC	1400831C0	1400A617A
10573	unused_token_10573	1433C6A88	142ACB724	1400831C0	1400B0AEB
10574	unused_token_10574	1433C6AD0	142ACB73C	1400831C0	1400B0B24
10575	unused_token_10575	1433C6B18	142ACB754	1400831C0	1400B0B5D
10576	unused_token_10576	1433C6B60	142ACB76C	1400831C0	1400B0B96
10577	unused_token_10577	1433C6BA8	142ACB784	1400831C0	1400B0BCF
10578	need_supply	14339E2D0	142AF5D80	1400831C0	140090A24
10579	unused_token_10579	1433C6BF0	142ACB79C	1400831C0	1400B0C08
10580	unused_token_10580	1433C6C38	142ACB7B4	1400831C0	1400B0C41
10581	unused_token_10581	1433C6C80	142ACB7CC	1400831C0	1400B0C7A
10582	unused_token_10582	1433C6CC8	142ACB7E4	1400831C0	1400B0CB3
10583	unused_token_10583	1433C6D10	142ACB7FC	1400831C0	1400B0CEC
10584	unused_token_10584	1433C6D58	142ACB814	1400831C0	1400B0D25
10585	unused_token_10585	1433C6DA0	142ACB82C	1400831C0	1400B0D5E
10586	forbid_equipment_type_exact_match_for_category	1433B1950	142AC31D8	1400831C0	14009FFF4
10587	target_organization	1433AD4F8	142AC0A50	1400831C0	14009C9D9
10588	source_organization	1433AD540	142AC0A7C	1400831C0	14009CA12
10589	unused_token_10589	1433C6DE8	142ACB844	1400831C0	1400B0D97
10590	unused_token_10590	1433C6E30	142ACB85C	1400831C0	1400B0DD0
10591	unused_token_10591	1433C6E78	142ACB874	1400831C0	1400B0E09
10592	unused_token_10592	1433C6EC0	142ACB88C	1400831C0	1400B0E42
10593	unused_token_10593	1433C6F08	142ACB8A4	1400831C0	1400B0E7B
10594	unused_token_10594	1433C6F50	142ACB8BC	1400831C0	1400B0EB4
10595	trigger	1433B94C8	142AC61F0	1400831C0	1400A61B3
10596	mean_time_to_happen	1433B9510	142AC622C	1400831C0	1400A61EC
10597	modifier	1433B9558	142AC6264	1400831C0	1400A6225
10598	option	1433B95A0	142AC62A0	1400831C0	1400A625E
10599	ai_chance	1433B95E8	142AC62D8	1400831C0	1400A6297
10600	and	1433B9630	1427D558C	1400831C0	1400A62D0
10601	or	1433B9678	1427D5590	1400831C0	1400A6309
10602	not	1433B96C0	1427D5594	1400831C0	1400A6342
10603	factor	1433B9708	142AC638C	1400831C0	1400A637B
10604	months	1433B9750	142AC63C0	1400831C0	1400A63B4
10605	days	1433B9798	142AC63E4	1400831C0	1400A63ED
10606	years	1433B97E0	142AC6400	1400831C0	1400A6426
10607	unused_token_10607	1433C6F98	142ACB8D4	1400831C0	1400B0EED
10608	max_manpower	1433B9828	142AC6420	1400831C0	1400A645F
10609	unused_token_10609	1433C6FE0	142ACB8EC	1400831C0	1400B0F26
10610	unused_token_10610	1433C7028	142ACB904	1400831C0	1400B0F5F
10611	unused_token_10611	1433C7070	142ACB91C	1400831C0	1400B0F98
10612	unused_token_10612	1433C70B8	142ACB934	1400831C0	1400B0FD1
10613	unused_token_10613	1433C7100	142ACB94C	1400831C0	1400B100A
10614	unused_token_10614	1433C7148	142ACB964	1400831C0	1400B1043
10615	unused_token_10615	1433C7190	142ACB97C	1400831C0	1400B107C
10616	unused_token_10616	1433C71D8	142ACB994	1400831C0	1400B10B5
10617	unused_token_10617	1433C7220	142ACB9AC	1400831C0	1400B10EE
10618	unused_token_10618	1433C7268	142ACB9C4	1400831C0	1400B1127
10619	unused_token_10619	1433C72B0	142ACB9DC	1400831C0	1400B1160
10620	unused_token_10620	1433C72F8	142ACB9F4	1400831C0	1400B1199
10621	unused_token_10621	1433C7340	142ACBA0C	1400831C0	1400B11D2
10622	unused_token_10622	1433C7388	142ACBA24	1400831C0	1400B120B
10623	unused_token_10623	1433C73D0	142ACBA3C	1400831C0	1400B1244
10624	unused_token_10624	1433C7418	142ACBA54	1400831C0	1400B127D
10625	set_industrial_org_auto_update_command	1433A4078	142ABA588	1400831C0	140095449
10626	unused_token_10626	1433C7460	142ACBA6C	1400831C0	1400B12B6
10627	unused_token_10627	1433C74A8	142ACBA84	1400831C0	1400B12EF
10628	automatic_grant_medal_chance	1433C5600	1427D6AC4	1400831C0	1400AFAAA
10629	unit_medal_effectiveness	1433C5648	1427D6AC8	1400831C0	1400AFAE3
10630	prices	1433B7AE8	142AC54D4	1400831C0	1400A4D37
10631	unused_token_10631	1433C74F0	142ACBA9C	1400831C0	1400B1328
10632	unused_token_10632	1433C7538	142ACBAB4	1400831C0	1400B1361
10633	unused_token_10633	1433C7580	142ACBACC	1400831C0	1400B139A
10634	unused_token_10634	1433C75C8	142ACBAE4	1400831C0	1400B13D3
10635	unused_token_10635	1433C7610	142ACBAFC	1400831C0	1400B140C
10636	unused_token_10636	1433C7658	142ACBB14	1400831C0	1400B1445
10637	war	1433B9870	142AC644C	1400831C0	1400A6498
10638	unused_token_10638	1433C76A0	142ACBB2C	1400831C0	1400B147E
10639	from	1433B98B8	142AC6468	1400831C0	1400A64D1
10640	to	1433B9900	142AC6494	1400831C0	1400A650A
10641	add_idea	1433B9948	142AC64B8	1400831C0	1400A6543
10642	remove_idea	1433B9990	142AC64E4	1400831C0	1400A657C
10643	title	1433B99D8	142AC650C	1400831C0	1400A65B5
10644	desc	1433B9A20	142AC6534	1400831C0	1400A65EE
10645	select_event_option	1433B9A68	142AC6554	1400831C0	1400A6627
10646	scope	1433B9AB0	142AC6574	1400831C0	1400A6660
10647	seed	1433B9AF8	142AC6598	1400831C0	1400A6699
10648	unused_token_10648	1433C76E8	142ACBB44	1400831C0	1400B14B7
10649	unused_token_10649	1433C7730	142ACBB5C	1400831C0	1400B14F0
10650	ally	1433B9B40	142AC65C4	1400831C0	1400A66D2
10651	exists	1433B9B88	1427895D8	1400831C0	1400A670B
10652	unused_token_10652	1433C7778	142ACBB74	1400831C0	1400B1529
10653	maneuvering_skill_temp_deficit	143449558	142AC65EC	1400831C0	140118225
10654	unused_token_10654	1433C77C0	142ACBB8C	1400831C0	1400B1562
10655	difficulty	1433B9BD0	1427895DC	1400831C0	1400A6744
10656	unused_token_10656	1433C7808	142ACBBA4	1400831C0	1400B159B
10657	unused_token_10657	1433C7850	142ACBBBC	1400831C0	1400B15D4
10658	unused_token_10658	1433C7898	142ACBBD4	1400831C0	1400B160D
10659	previous	1433B9C18	142AC6624	1400831C0	1400A677D
10660	held_officer	143449DC8	142AC6A68	1400831C0	1401188D3
10661	leader_next_unit	143449C60	142AC69A8	1400831C0	1401187B6
10662	ship_modifiers	143437948	142ABD068	1400831C0	14010A143
10663	captured_army_leader	14343D1E0	142AC0B48	1400831C0	14010E766
10664	last_location	1433BC888	142AC7CDC	1400831C0	1400A8AAB
10665	can_be_captured	143449F30	1427A406C	1400831C0	1401189F0
10666	allowed_ship_equipments	1433B2BE0	142AC39BC	1400831C0	1400A0EA6
10667	default_hq_template	14339D988	142AF56F0	1400831C0	1400902CB
10668	officer_xp	14344A098	142AC6BD0	1400831C0	140118B0D
10669	filters	1433B7038	142AC50A0	1400831C0	1400A44C1
10670	unused_token_10670	1433C78E0	142ACBBEC	1400831C0	1400B1646
10671	unused_token_10671	1433C7928	142ACBC04	1400831C0	1400B167F
10672	unused_token_10672	1433C7970	142ACBC1C	1400831C0	1400B16B8
10673	unused_token_10673	1433C79B8	142ACBC34	1400831C0	1400B16F1
10674	unused_token_10674	1433C7A00	142ACBC4C	1400831C0	1400B172A
10675	unused_token_10675	1433C7A48	142ACBC64	1400831C0	1400B1763
10676	log	1433B9C60	1429B62D0	1400831C0	1400A67B6
10677	onmap	1433B9CA8	142AC665C	1400831C0	1400A67EF
10678	popup	1433B9CF0	142AC6680	1400831C0	1400A6828
10679	unused_token_10679	1433C7A90	142ACBC7C	1400831C0	1400B179C
10680	unused_token_10680	1433C7AD8	142ACBC94	1400831C0	1400B17D5
10681	unused_token_10681	1433C7B20	142ACBCAC	1400831C0	1400B180E
10682	unused_token_10682	1433C7B68	142ACBCC4	1400831C0	1400B1847
10683	unused_token_10683	1433C7BB0	142ACBCDC	1400831C0	1400B1880
10684	unused_token_10684	1433C7BF8	142ACBCF4	1400831C0	1400B18B9
10685	unused_token_10685	1433C7C40	142ACBD0C	1400831C0	1400B18F2
10686	unused_token_10686	1433C7C88	142ACBD24	1400831C0	1400B192B
10687	unused_token_10687	1433C7CD0	142ACBD3C	1400831C0	1400B1964
10688	any_neighbor_country	1433B9D38	1427AE56C	1400831C0	1400A6861
10689	relation	1433B9D80	142AC66B8	1400831C0	1400A689A
10690	unused_token_10690	1433C7D18	142ACBD54	1400831C0	1400B199D
10691	this	1433B9DC8	142AC66D8	1400831C0	1400A68D3
10692	unused_token_10692	1433C7D60	142ACBD6C	1400831C0	1400B19D6
10693	unused_token_10693	1433C7DA8	142ACBD84	1400831C0	1400B1A0F
10694	unused_token_10694	1433C7DF0	142ACBD9C	1400831C0	1400B1A48
10695	unused_token_10695	1433C7E38	142ACBDB4	1400831C0	1400B1A81
10696	has_country_flag	1433B9E10	1427896EC	1400831C0	1400A690C
10697	flags	1433B9E58	142AC6720	1400831C0	1400A6945
10698	disband_unit	1433B9EA0	142AC674C	1400831C0	1400A697E
10699	unused_token_10699	1433C7E80	142ACBDCC	1400831C0	1400B1ABA
10700	unused_token_10700	1433C7EC8	142ACBDE4	1400831C0	1400B1AF3
10701	unused_token_10701	1433C7F10	142ACBDFC	1400831C0	1400B1B2C
10702	unused_token_10702	1433C7F58	142ACBE14	1400831C0	1400B1B65
10703	unused_token_10703	1433C7FA0	142ACBE2C	1400831C0	1400B1B9E
10704	unused_token_10704	1433C7FE8	142ACBE44	1400831C0	1400B1BD7
10705	unused_token_10705	1433C8030	142ACBE5C	1400831C0	1400B1C10
10706	sub_unit	1433B9EE8	142AC6778	1400831C0	1400A69B7
10707	set_controller	1433B9F30	142AC67A4	1400831C0	1400A69F0
10708	clear_all_controllers	1433B9F78	142AC67D8	1400831C0	1400A6A29
10709	coordination_skill_temp_deficit	1434495A0	142AC6608	1400831C0	14011825E
10710	create_unit	1433B9FC0	14275B4B8	1400831C0	1400A6A62
10711	unused_token_10711	1433C8078	142ACBE74	1400831C0	1400B1C49
10712	unused_token_10712	1433C80C0	142ACBE8C	1400831C0	1400B1C82
10713	unused_token_10713	1433C8108	142ACBEA4	1400831C0	1400B1CBB
10714	quit	1433BA008	142AC682C	1400831C0	1400A6A9B
10715	unused_token_10715	1433C8150	142ACBEBC	1400831C0	1400B1CF4
10716	unused_token_10716	1433C8198	142ACBED4	1400831C0	1400B1D2D
10717	unused_token_10717	1433C81E0	142ACBEEC	1400831C0	1400B1D66
10718	unused_token_10718	1433C8228	142ACBF04	1400831C0	1400B1D9F
10719	unused_token_10719	1433C8270	142ACBF1C	1400831C0	1400B1DD8
10720	front	1433BA050	142AC6854	1400831C0	1400A6AD4
10721	back	1433BA098	142AC6888	1400831C0	1400A6B0D
10722	reserves	1433BA0E0	1427B4FE8	1400831C0	1400A6B46
10723	add_player_command	1433A1768	142AF8094	1400831C0	1400933C7
10724	other	1433BA128	142AC68F0	1400831C0	1400A6B7F
10725	positioning	1433BA170	1427D6374	1400831C0	1400A6BB8
10726	annex	1433A48E8	142ABAB60	1400831C0	140095AF7
10727	unused_token_10727	1433C82B8	142ACBF34	1400831C0	1400B1E11
10728	unused_token_10728	1433C8300	142ACBF4C	1400831C0	1400B1E4A
10729	military	1433BA1B8	142AC694C	1400831C0	1400A6BF1
10730	count	1433BA200	142AC6974	1400831C0	1400A6C2A
10731	setrandom	1433BA248	142AC698C	1400831C0	1400A6C63
10732	pausegame	1433BA2D8	142AC69D0	1400831C0	1400A6CD5
10733	unused_token_10733	1433C8348	142ACBF64	1400831C0	1400B1E83
10734	unused_token_10734	1433C8390	142ACBF7C	1400831C0	1400B1EBC
10735	invasion	1433BA320	142AC69FC	1400831C0	1400A6D0E
10736	unused_token_10736	1433C83D8	142ACBF94	1400831C0	1400B1EF5
10737	clear	1433BA368	142AC6A20	1400831C0	1400A6D47
10738	unused_token_10738	1433C8420	142ACBFAC	1400831C0	1400B1F2E
10739	unused_token_10739	1433C8468	142ACBFC4	1400831C0	1400B1F67
10740	unused_token_10740	1433C84B0	142ACBFDC	1400831C0	1400B1FA0
10741	unused_token_10741	1433C84F8	142ACBFF4	1400831C0	1400B1FD9
10742	unused_token_10742	1433C8540	142ACC00C	1400831C0	1400B2012
10743	unused_token_10743	1433C8588	142ACC024	1400831C0	1400B204B
10744	unused_token_10744	1433C85D0	142ACC03C	1400831C0	1400B2084
10745	adjacencies	1433BA3B0	142AC6A4C	1400831C0	1400A6D80
10746	unused_token_10746	1433C8618	142ACC054	1400831C0	1400B20BD
10747	unused_token_10747	1433C8660	142ACC06C	1400831C0	1400B20F6
10748	is_leader_visible	143448628	1427A4014	1400831C0	14011761F
10749	impassable_ignored_links	1433B3600	142AC3B70	1400831C0	1400A16AA
10750	capital_scope	1433BA3F8	142AC6A64	1400831C0	1400A6DB9
10751	deploy_queued	14344A3F8	142AC6DB0	1400831C0	140118DB9
10752	unassign_on_withdraw	14344A440	142AC6DC8	1400831C0	140118DF2
10753	always_show_on_actions_tooltip	1433B8868	142AC5B88	1400831C0	1400A57E7
10754	tag	1433BA440	142789720	1400831C0	1400A6DF2
10755	weighted_participants	14344A4D0	142AC6E10	1400831C0	140118E64
10756	erwan_reserved_token_10756	1433C86A8	142ACC084	1400831C0	1400B212F
10757	erwan_reserved_token_10757	1433C86F0	142ACC09C	1400831C0	1400B2168
10758	erwan_reserved_token_10758	1433C8738	142ACC0B4	1400831C0	1400B21A1
10759	erwan_reserved_token_10759	1433C8780	142ACC0CC	1400831C0	1400B21DA
10760	erwan_reserved_token_10760	1433C87C8	142ACC0E4	1400831C0	1400B2213
10761	inland_sea	1433BA488	142AC6AA8	1400831C0	1400A6E2B
10762	limit	1433BA4D0	142AC6AC8	1400831C0	1400A6E64
10763	any_country	1433BA518	1427897B4	1400831C0	1400A6E9D
10764	erwan_reserved_token_10764	1433C8810	142ACC0FC	1400831C0	1400B224C
10765	neighbour	1433BA560	142AC6AFC	1400831C0	1400A6ED6
10766	erwan_reserved_token_10766	1433C8858	142ACC114	1400831C0	1400B2285
10767	erwan_reserved_token_10767	1433C88A0	142ACC12C	1400831C0	1400B22BE
10768	level_cap	14339E1B0	142AF5CEC	1400831C0	140090940
10769	state_max	14339E1F8	142AF5D10	1400831C0	140090979
10770	total	1433BA5A8	142AC6B1C	1400831C0	1400A6F0F
10771	province_max	14339E240	142AF5D34	1400831C0	1400909B2
10772	erwan_reserved_token_10772	1433C88E8	142ACC144	1400831C0	1400B22F7
10773	female	1433BA5F0	142AC6B40	1400831C0	1400A6F48
10774	erwan_reserved_token_10774	1433C8930	142ACC15C	1400831C0	1400B2330
10775	erwan_reserved_token_10775	1433C8978	142ACC174	1400831C0	1400B2369
10776	erwan_reserved_token_10776	1433C89C0	142ACC18C	1400831C0	1400B23A2
10777	erwan_reserved_token_10777	1433C8A08	142ACC1A4	1400831C0	1400B23DB
10778	tropical	1433BA638	142AC6B74	1400831C0	1400A6F81
10779	railway_gun_lines	14343A918	142ABEEEC	1400831C0	14010C71D
10780	requires_deployed_hq	14344A488	142AC6DEC	1400831C0	140118E2B
10781	cv_fighter	1433B1DD0	142AC33E4	1400831C0	1400A0384
10782	climate	1433BA680	142AC6BAC	1400831C0	1400A6FBA
10783	winter	1433BA6C8	142AC6BD4	1400831C0	1400A6FF3
10784	autosave	1433BA710	142AC6BF0	1400831C0	1400A702C
10785	unused_token_10785	1433C8A50	142ACC1BC	1400831C0	1400B2414
10786	unused_token_10786	1433C8A98	142ACC1D4	1400831C0	1400B244D
10787	unused_token_10787	1433C8AE0	142ACC1EC	1400831C0	1400B2486
10788	unused_token_10788	1433C8B28	142ACC204	1400831C0	1400B24BF
10789	unused_token_10789	1433C8B70	142ACC21C	1400831C0	1400B24F8
10790	unused_token_10790	1433C8BB8	142ACC234	1400831C0	1400B2531
10791	subsidies	1433BA758	142AC6C14	1400831C0	1400A7065
10792	unused_token_10792	1433C8C00	142ACC24C	1400831C0	1400B256A
10793	unused_token_10793	1433C8C48	142ACC264	1400831C0	1400B25A3
10794	unused_token_10794	1433C8C90	142ACC27C	1400831C0	1400B25DC
10795	last_command_date	14339E870	142AF6250	1400831C0	140090E98
10796	unused_token_10796	1433C8CD8	142ACC294	1400831C0	1400B2615
10797	unused_token_10797	1433C8D20	142ACC2AC	1400831C0	1400B264E
10798	unused_token_10798	1433C8D68	142ACC2C4	1400831C0	1400B2687
10799	unused_token_10799	1433C8DB0	142ACC2DC	1400831C0	1400B26C0
10800	war_with	1433BA7A0	142AC6C3C	1400831C0	1400A709E
10801	unused_token_10801	1433C8DF8	142ACC2F4	1400831C0	1400B26F9
10802	unused_token_10802	1433C8E40	142ACC30C	1400831C0	1400B2732
10803	unused_token_10803	1433C8E88	142ACC324	1400831C0	1400B276B
10804	unused_token_10804	1433C8ED0	142ACC33C	1400831C0	1400B27A4
10805	player	1433BA7E8	142AC6C6C	1400831C0	1400A70D7
10806	unused_token_10806	1433C8F18	142ACC354	1400831C0	1400B27DD
10807	unused_token_10807	1433C8F60	142ACC36C	1400831C0	1400B2816
10808	doautosave	1433BA830	142AC6CA4	1400831C0	1400A7110
10809	unused_token_10809	1433C8FA8	142ACC384	1400831C0	1400B284F
10810	unused_token_10810	1433C8FF0	142ACC39C	1400831C0	1400B2888
10811	thrust	1433B1998	142AC3200	1400831C0	1400A002D
10812	replace	1433BA878	142AC6CC8	1400831C0	1400A7149
10813	unused_token_10813	1433C9038	142ACC3B4	1400831C0	1400B28C1
10814	unused_token_10814	1433C9080	142ACC3CC	1400831C0	1400B28FA
10815	unused_token_10815	1433C90C8	142ACC3E4	1400831C0	1400B2933
10816	unused_token_10816	1433C9110	142ACC3FC	1400831C0	1400B296C
10817	unused_token_10817	1433C9158	142ACC414	1400831C0	1400B29A5
10818	unused_token_10818	1433C91A0	142ACC42C	1400831C0	1400B29DE
10819	ai_will_do	1433BA8C0	142AC6CF0	1400831C0	1400A7182
10820	unused_token_10820	1433C91E8	142ACC444	1400831C0	1400B2A17
10821	unused_token_10821	1433C9230	142ACC45C	1400831C0	1400B2A50
10822	unused_token_10822	1433C9278	142ACC474	1400831C0	1400B2A89
10823	unused_token_10823	1433C92C0	142ACC48C	1400831C0	1400B2AC2
10824	unused_token_10824	1433C9308	142ACC4A4	1400831C0	1400B2AFB
10825	check_variable	1433BA950	1427897B8	1400831C0	1400A71F4
10826	variables	1433BA998	142AC6D68	1400831C0	1400A722D
10827	region	1433BA9E0	1427AE5D0	1400831C0	1400A7266
10828	abort	1433BAA28	142AC6DAC	1400831C0	1400A729F
10829	unused_token_10829	1433C9350	142ACC4BC	1400831C0	1400B2B34
10830	empty	1433BAA70	142AC6DCC	1400831C0	1400A72D8
10831	unused_token_10831	1433C9398	142ACC4D4	1400831C0	1400B2B6D
10832	unused_token_10832	1433C93E0	142ACC4EC	1400831C0	1400B2BA6
10833	unused_token_10833	1433C9428	142ACC504	1400831C0	1400B2BDF
10834	unused_token_10834	1433C9470	142ACC51C	1400831C0	1400B2C18
10835	is_subject	1433BAAB8	1427898C0	1400831C0	1400A7311
10836	defense	1433BAB00	142AC6E14	1400831C0	1400A734A
10837	immediate	1433BAB48	142AC6E38	1400831C0	1400A7383
10838	unused_token_10838	1433C94B8	142ACC534	1400831C0	1400B2C51
10839	unused_token_10839	1433C9500	142ACC54C	1400831C0	1400B2C8A
10840	unused_token_10840	1433C9548	142ACC564	1400831C0	1400B2CC3
10841	unused_token_10841	1433C9590	142ACC57C	1400831C0	1400B2CFC
10842	unused_token_10842	1433C95D8	142ACC594	1400831C0	1400B2D35
10843	im_here_to_rescue_you_flag	14344A200	142AC6CA0	1400831C0	140118C2A
10844	supply	1433BAB90	142AC6E64	1400831C0	1400A73BC
10845	unused_token_10845	1433C9620	142ACC5AC	1400831C0	1400B2D6E
10846	unused_token_10846	1433C9668	142ACC5C4	1400831C0	1400B2DA7
10847	army_names	1433BABD8	142AC6E90	1400831C0	1400A73F5
10848	unused_token_10848	1433C96B0	142ACC5DC	1400831C0	1400B2DE0
10849	unused_token_10849	1433C96F8	142ACC5F4	1400831C0	1400B2E19
10850	unused_token_10850	1433C9740	142ACC60C	1400831C0	1400B2E52
10851	unused_token_10851	1433C9788	142ACC624	1400831C0	1400B2E8B
10852	unused_token_10852	1433C97D0	142ACC63C	1400831C0	1400B2EC4
10853	unused_token_10853	1433C9818	142ACC654	1400831C0	1400B2EFD
10854	unused_token_10854	1433C9860	142ACC66C	1400831C0	1400B2F36
10855	unused_token_10855	1433C98A8	142ACC684	1400831C0	1400B2F6F
10856	unused_token_10856	1433C98F0	142ACC69C	1400831C0	1400B2FA8
10857	unused_token_10857	1433C9938	142ACC6B4	1400831C0	1400B2FE1
10858	unused_token_10858	1433C9980	142ACC6CC	1400831C0	1400B301A
10859	unused_token_10859	1433C99C8	142ACC6E4	1400831C0	1400B3053
10860	unused_token_10860	1433C9A10	142ACC6FC	1400831C0	1400B308C
10861	unused_token_10861	1433C9A58	142ACC714	1400831C0	1400B30C5
10862	unused_token_10862	1433C9AA0	142ACC72C	1400831C0	1400B30FE
10863	unused_token_10863	1433C9AE8	142ACC744	1400831C0	1400B3137
10864	friend	1433BAC20	142AC6EB0	1400831C0	1400A742E
10865	unused_token_10865	1433C9B30	142ACC75C	1400831C0	1400B3170
10866	unused_token_10866	1433C9B78	142ACC774	1400831C0	1400B31A9
10867	unused_token_10867	1433C9BC0	142ACC78C	1400831C0	1400B31E2
10868	unused_token_10868	1433C9C08	142ACC7A4	1400831C0	1400B321B
10869	unused_token_10869	1433C9C50	142ACC7BC	1400831C0	1400B3254
10870	unused_token_10870	1433C9C98	142ACC7D4	1400831C0	1400B328D
10871	unused_token_10871	1433C9CE0	142ACC7EC	1400831C0	1400B32C6
10872	can_not_build_buildings	1433BAC68	142AC6ECC	1400831C0	1400A7467
10873	unused_token_10873	1433C9D28	142ACC804	1400831C0	1400B32FF
10874	can_not_declare_war	1433BACB0	142AC6EFC	1400831C0	1400A74A0
10875	unused_token_10875	1433C9D70	142ACC81C	1400831C0	1400B3338
10876	rule	1433BACF8	142AC6F28	1400831C0	1400A74D9
10877	faction	1433BAD40	142AC6F44	1400831C0	1400A7512
10878	influence	1433BAD88	142AC6F5C	1400831C0	1400A754B
10879	unused_token_10879	1433C9DB8	142ACC834	1400831C0	1400B3371
10880	unused_token_10880	1433C9E00	142ACC84C	1400831C0	1400B33AA
10881	unused_token_10881	1433C9E48	142ACC864	1400831C0	1400B33E3
10882	unused_token_10882	1433C9E90	142ACC87C	1400831C0	1400B341C
10883	unused_token_10883	1433C9ED8	142ACC894	1400831C0	1400B3455
10884	unused_token_10884	1433C9F20	142ACC8AC	1400831C0	1400B348E
10885	unused_token_10885	1433C9F68	142ACC8C4	1400831C0	1400B34C7
10886	possible	1433BADD0	142AC6F8C	1400831C0	1400A7584
10887	happened	1433BAE18	142AC6F90	1400831C0	1400A75BD
10888	unused_token_10888	1433C9FB0	142ACC8DC	1400831C0	1400B3500
10889	unused_token_10889	1433C9FF8	142ACC8F4	1400831C0	1400B3539
10890	achievement	1433BAE60	142AC6FB4	1400831C0	1400A75F6
10891	unused_token_10891	1433CA040	142ACC90C	1400831C0	1400B3572
10892	unused_token_10892	1433CA088	142ACC924	1400831C0	1400B35AB
10893	unused_token_10893	1433CA0D0	142ACC93C	1400831C0	1400B35E4
10894	unused_token_10894	1433CA118	142ACC954	1400831C0	1400B361D
10895	unused_token_10895	1433CA160	142ACC96C	1400831C0	1400B3656
10896	control	1433BAEA8	142AC6FD0	1400831C0	1400A762F
10897	unused_token_10897	1433CA1A8	142ACC984	1400831C0	1400B368F
10898	unused_token_10898	1433CA1F0	142ACC99C	1400831C0	1400B36C8
10899	unused_token_10899	1433CA238	142ACC9B4	1400831C0	1400B3701
10900	unused_token_10900	1433CA280	142ACC9CC	1400831C0	1400B373A
10901	unused_token_10901	1433CA2C8	142ACC9E4	1400831C0	1400B3773
10902	unused_token_10902	1433CA310	142ACC9FC	1400831C0	1400B37AC
10903	unused_token_10903	1433CA358	142ACCA14	1400831C0	1400B37E5
10904	unused_token_10904	1433CA3A0	142ACCA2C	1400831C0	1400B381E
10905	unused_token_10905	1433CA3E8	142ACCA44	1400831C0	1400B3857
10906	unused_token_10906	1433CA430	142ACCA5C	1400831C0	1400B3890
10907	unused_token_10907	1433CA478	142ACCA74	1400831C0	1400B38C9
10908	unused_token_10908	1433CA4C0	142ACCA8C	1400831C0	1400B3902
10909	unused_token_10909	1433CA508	142ACCAA4	1400831C0	1400B393B
10910	unused_token_10910	1433CA550	142ACCABC	1400831C0	1400B3974
10911	split_unit	1433BAEF0	142AC6FF4	1400831C0	1400A7668
10912	multiplier	1433BAF38	142AC7030	1400831C0	1400A76A1
10913	opinion	1433BAF80	142AC7058	1400831C0	1400A76DA
